rally_uid,sex,match,numberGame,rally_id,strikeNumber,scoreSelf,scoreOther,serverGetPoint,gamePlayerId,gamePlayerOtherId,strikeId,handId,strengthId,spinId,pointId,actionId,positionId
3471,1,44,2,15,1,7,7,0,25,54,1,1,2,2,4,0,0
3471,1,44,2,15,2,7,7,0,54,25,2,1,1,1,7,7,0
3471,1,44,2,15,3,7,7,0,25,54,4,1,0,0,0,2,0
3472,1,44,2,16,1,7,8,0,25,54,1,1,1,2,1,0,0
3472,1,44,2,16,2,8,7,0,54,25,2,1,1,2,4,11,0
3472,1,44,2,16,3,7,8,0,25,54,4,1,0,0,7,7,0
3473,1,44,2,17,1,9,7,1,54,25,1,1,1,1,6,0,0
3473,1,44,2,17,2,7,9,1,25,54,2,2,0,0,0,1,0
3474,1,44,2,18,1,10,7,0,54,25,1,1,1,1,9,0,0
3474,1,44,2,18,2,7,10,0,25,54,2,2,1,1,9,1,0
3474,1,44,2,18,3,10,7,0,54,25,4,1,0,0,9,0,0
3475,1,44,2,19,1,8,10,1,25,54,1,1,2,3,6,0,0
3475,1,44,2,19,2,10,8,1,54,25,2,2,1,1,7,7,0
3475,1,44,2,19,3,8,10,1,25,54,4,1,1,1,9,2,0
3475,1,44,2,19,4,10,8,1,54,25,4,2,0,0,0,13,0
3476,1,44,2,20,1,9,10,0,25,54,1,1,2,3,1,0,0
3476,1,44,2,20,2,10,9,0,54,25,2,1,1,1,7,7,0
3476,1,44,2,20,3,9,10,0,25,54,4,1,1,1,7,13,0
3476,1,44,2,20,4,10,9,0,54,25,4,1,1,1,8,1,0
3476,1,44,2,20,5,9,10,0,25,54,4,1,1,1,8,2,0
3476,1,44,2,20,6,10,9,0,54,25,4,1,1,1,8,2,0
3476,1,44,2,20,7,9,10,0,25,54,4,1,0,0,0,2,0
3477,1,44,3,1,1,0,0,0,25,54,1,1,1,2,9,0,0
3477,1,44,3,1,2,0,0,0,54,25,2,1,1,1,9,1,0
3477,1,44,3,1,3,0,0,0,25,54,4,2,1,1,8,5,0
3477,1,44,3,1,4,0,0,0,54,25,4,2,1,1,9,5,0
3477,1,44,3,1,5,0,0,0,25,54,4,2,1,1,9,5,0
3477,1,44,3,1,6,0,0,0,54,25,4,2,1,1,9,5,0
3477,1,44,3,1,7,0,0,0,25,54,4,2,1,1,9,5,0
3477,1,44,3,1,8,0,0,0,54,25,4,2,1,1,7,5,0
3477,1,44,3,1,9,0,0,0,25,54,4,1,1,1,0,2,0
3478,1,44,3,2,1,0,1,1,25,54,1,1,2,3,5,0,0
3478,1,44,3,2,2,1,0,1,54,25,2,2,1,1,8,7,0
3478,1,44,3,2,3,0,1,1,25,54,4,1,1,1,8,2,0
3478,1,44,3,2,4,1,0,1,54,25,4,1,1,1,0,2,0
3479,1,44,3,3,1,1,1,1,54,25,1,1,1,2,3,0,0
3479,1,44,3,3,2,1,1,1,25,54,2,2,1,2,9,10,0
3479,1,44,3,3,3,1,1,1,54,25,4,2,1,1,9,1,0
3479,1,44,3,3,4,1,1,1,25,54,4,2,0,0,0,6,0
3480,1,44,3,4,1,2,1,1,54,25,1,1,1,2,1,0,0
3480,1,44,3,4,2,1,2,1,25,54,2,1,2,2,5,11,0
3480,1,44,3,4,3,2,1,1,54,25,4,2,1,1,9,1,0
3480,1,44,3,4,4,1,2,1,25,54,4,2,1,1,9,5,0
3480,1,44,3,4,5,2,1,1,54,25,4,2,1,1,7,6,0
3480,1,44,3,4,6,1,2,1,25,54,4,1,1,1,7,2,0
3480,1,44,3,4,7,2,1,1,54,25,4,1,1,1,7,2,0
3480,1,44,3,4,8,1,2,1,25,54,4,1,1,1,8,2,0
3480,1,44,3,4,9,2,1,1,54,25,4,1,1,1,9,2,0
3480,1,44,3,4,10,1,2,1,25,54,4,2,2,1,8,14,0
3480,1,44,3,4,11,2,1,1,54,25,4,1,1,1,7,1,0
3480,1,44,3,4,12,1,2,1,25,54,4,1,1,1,7,2,0
3480,1,44,3,4,13,2,1,1,54,25,4,1,1,1,9,2,0
3480,1,44,3,4,14,1,2,1,25,54,4,2,0,0,0,14,0
3481,1,44,3,5,1,1,3,0,25,54,1,1,2,3,5,0,0
3481,1,44,3,5,2,3,1,0,54,25,2,1,2,1,8,7,0
3481,1,44,3,5,3,1,3,0,25,54,4,1,0,0,9,2,0
3482,1,44,3,6,1,1,4,1,25,54,1,1,1,2,3,0,0
3482,1,44,3,6,2,4,1,1,54,25,2,2,2,2,2,11,0
3482,1,44,3,6,3,1,4,1,25,54,4,2,2,2,2,11,0
3482,1,44,3,6,4,4,1,1,54,25,4,1,0,0,0,7,0
3483,1,44,3,7,1,4,2,0,54,25,1,1,1,2,2,0,0
3483,1,44,3,7,2,2,4,0,25,54,2,2,2,2,5,11,0
3483,1,44,3,7,3,4,2,0,54,25,4,1,0,0,7,7,0
3484,1,44,3,8,1,4,3,0,54,25,1,1,2,3,6,0,0
3484,1,44,3,8,2,3,4,0,25,54,2,2,1,1,9,4,0
3484,1,44,3,8,3,4,3,0,54,25,4,2,1,1,9,5,0
3484,1,44,3,8,4,3,4,0,25,54,4,2,1,1,9,2,0
3484,1,44,3,8,5,4,3,0,54,25,4,2,1,1,9,2,0
3484,1,44,3,8,6,3,4,0,25,54,4,2,1,1,8,2,0
3484,1,44,3,8,7,4,3,0,54,25,4,1,0,0,0,2,0
3485,1,44,3,9,1,4,4,0,25,54,1,1,1,2,2,0,0
3485,1,44,3,9,2,4,4,0,54,25,2,1,2,2,9,11,0
3485,1,44,3,9,3,4,4,0,25,54,4,2,1,1,9,1,0
3485,1,44,3,9,4,4,4,0,54,25,4,1,1,1,9,2,0
3485,1,44,3,9,5,4,4,0,25,54,4,2,1,1,9,5,0
3485,1,44,3,9,6,4,4,0,54,25,4,2,1,1,9,5,0
3485,1,44,3,9,7,4,4,0,25,54,4,2,1,1,9,5,0
3485,1,44,3,9,8,4,4,0,54,25,4,1,1,1,9,2,0
3485,1,44,3,9,9,4,4,0,25,54,4,1,0,0,6,0,0
3486,1,44,3,10,1,4,5,1,25,54,1,1,2,3,5,0,0
3486,1,44,3,10,2,5,4,1,54,25,2,2,1,2,9,10,0
3486,1,44,3,10,3,4,5,1,25,54,4,2,1,1,7,1,0
3486,1,44,3,10,4,5,4,1,54,25,4,1,1,0,9,2,0
3487,1,44,3,11,1,5,5,1,54,25,1,1,1,2,1,0,0
3487,1,44,3,11,2,5,5,1,25,54,2,1,2,2,2,11,0
3487,1,44,3,11,3,5,5,1,54,25,4,1,2,2,5,11,0
3487,1,44,3,11,4,5,5,1,25,54,4,1,1,2,9,10,0
3487,1,44,3,11,5,5,5,1,54,25,4,2,1,1,9,1,0
3487,1,44,3,11,6,5,5,1,25,54,4,2,1,1,9,2,0
3487,1,44,3,11,7,5,5,1,54,25,4,2,1,1,7,5,0
3487,1,44,3,11,8,5,5,1,25,54,4,0,0,0,0,0,0
3488,1,44,3,12,1,6,5,1,54,25,1,1,1,2,1,0,0
3488,1,44,3,12,2,5,6,1,25,54,2,1,2,2,1,11,0
3488,1,44,3,12,3,6,5,1,54,25,4,1,1,1,9,7,0
3488,1,44,3,12,4,5,6,1,25,54,4,2,0,0,9,2,0
3489,1,44,3,13,1,5,7,1,25,54,1,1,2,2,2,0,0
3489,1,44,3,13,2,7,5,1,54,25,2,1,2,2,4,11,0
3489,1,44,3,13,3,5,7,1,25,54,4,1,1,1,7,1,0
3489,1,44,3,13,4,7,5,1,54,25,4,1,0,0,0,13,0
3490,1,44,3,14,1,6,7,1,25,54,1,1,2,2,2,0,0
3490,1,44,3,14,2,7,6,1,54,25,2,1,2,2,5,11,0
3490,1,44,3,14,3,6,7,1,25,54,4,2,2,2,5,11,0
3490,1,44,3,14,4,7,6,1,54,25,4,1,1,1,8,1,0
3490,1,44,3,14,5,6,7,1,25,54,4,1,1,1,8,2,0
3490,1,44,3,14,6,7,6,1,54,25,4,1,1,1,6,13,0
3490,1,44,3,14,7,6,7,1,25,54,4,2,1,1,9,2,0
3490,1,44,3,14,8,7,6,1,54,25,4,1,1,1,7,2,0
3490,1,44,3,14,9,6,7,1,25,54,4,1,1,1,8,2,0
3490,1,44,3,14,10,7,6,1,54,25,4,1,1,1,7,2,0
3490,1,44,3,14,11,6,7,1,25,54,4,1,1,1,8,2,0
3490,1,44,3,14,12,7,6,1,54,25,4,1,0,0,8,2,0
3491,1,44,3,15,1,7,7,1,54,25,1,2,1,1,9,0,0
3491,1,44,3,15,2,7,7,1,25,54,2,2,0,0,0,1,0
3492,1,44,3,16,1,8,7,0,54,25,1,1,1,2,1,0,0
3492,1,44,3,16,2,7,8,0,25,54,2,1,2,2,2,11,0
3492,1,44,3,16,3,8,7,0,54,25,4,1,0,0,0,7,0
3493,1,44,3,17,1,8,8,1,25,54,1,1,2,3,2,0,0
3493,1,44,3,17,2,8,8,1,54,25,2,1,2,2,2,11,0
3493,1,44,3,17,3,8,8,1,25,54,4,1,1,2,9,10,0
3493,1,44,3,17,4,8,8,1,54,25,4,0,0,0,0,0,0
3494,1,44,3,18,1,9,8,1,25,54,1,1,1,2,5,0,0
3494,1,44,3,18,2,8,9,1,54,25,2,0,0,0,0,0,0
3495,1,44,3,19,1,8,10,0,54,25,1,1,1,2,6,0,0
3495,1,44,3,19,2,10,8,0,25,54,2,2,1,2,5,11,0
3495,1,44,3,19,3,8,10,0,54,25,4,0,0,0,0,7,0
3496,1,44,4,1,1,0,0,1,54,25,1,1,2,2,1,0,0
3496,1,44,4,1,2,0,0,1,25,54,2,1,1,2,9,10,0
3496,1,44,4,1,3,0,0,1,54,25,4,1,1,1,9,1,0
3496,1,44,4,1,4,0,0,1,25,54,4,2,1,1,9,5,0
3496,1,44,4,1,5,0,0,1,54,25,4,1,1,1,8,2,0
3496,1,44,4,1,6,0,0,1,25,54,4,0,0,0,0,0,0
3497,1,44,4,2,1,1,0,1,54,25,1,1,1,1,9,0,0
3497,1,44,4,2,2,0,1,1,25,54,2,2,1,1,9,1,0
3497,1,44,4,2,3,1,0,1,54,25,4,2,1,1,9,5,0
3497,1,44,4,2,4,0,1,1,25,54,4,2,1,1,9,5,0
3497,1,44,4,2,5,1,0,1,54,25,4,2,1,1,7,5,0
3497,1,44,4,2,6,0,1,1,25,54,4,1,1,1,2,2,0
3498,1,44,4,3,1,0,2,0,25,54,1,1,1,2,2,15,1
3498,1,44,4,3,2,2,0,0,54,25,2,2,1,2,8,10,1
3498,1,44,4,3,3,0,2,0,25,54,4,2,3,2,9,10,0
3498,1,44,4,3,4,2,0,0,54,25,4,1,1,1,9,1,0
3498,1,44,4,3,5,0,2,0,25,54,4,2,2,1,8,13,0
3499,1,44,4,4,1,0,3,1,25,54,1,1,1,2,9,15,1
3499,1,44,4,4,2,3,0,1,54,25,2,2,2,2,5,11,1
3499,1,44,4,4,3,0,3,1,25,54,4,1,2,1,9,7,0
3499,1,44,4,4,4,3,0,1,54,25,4,2,1,1,8,5,0
3500,1,44,4,5,1,3,1,1,54,25,1,1,1,2,1,15,1
3500,1,44,4,5,2,1,3,1,25,54,2,1,1,2,4,11,2
3500,1,44,4,5,3,3,1,1,54,25,4,1,1,1,7,1,0
3500,1,44,4,5,4,1,3,1,25,54,4,1,1,1,9,2,0
3500,1,44,4,5,5,3,1,1,54,25,4,2,1,2,3,12,0
3500,1,44,4,5,6,1,3,1,25,54,4,2,2,2,9,12,0
3501,1,44,4,6,1,4,1,0,54,25,1,1,1,2,1,15,1
3501,1,44,4,6,2,1,4,0,25,54,2,1,2,2,5,11,1
3501,1,44,4,6,3,4,1,0,54,25,4,1,2,2,5,11,0
3501,1,44,4,6,4,1,4,0,25,54,4,2,2,2,2,11,0
3501,1,44,4,6,5,4,1,0,54,25,4,1,2,2,2,11,0
3502,1,44,4,7,1,2,4,1,25,54,1,1,1,4,9,15,1
3502,1,44,4,7,2,4,2,1,54,25,2,1,2,1,9,1,1
3503,1,44,4,8,1,3,4,0,25,54,1,1,1,2,9,15,1
3503,1,44,4,8,2,4,3,0,54,25,2,2,1,1,9,1,1
3503,1,44,4,8,3,3,4,0,25,54,4,2,1,1,9,5,0
3503,1,44,4,8,4,4,3,0,54,25,4,2,1,1,7,5,0
3503,1,44,4,8,5,3,4,0,25,54,4,1,1,1,7,2,0
3504,1,44,4,9,1,5,3,0,54,25,1,1,1,2,1,15,1
3504,1,44,4,9,2,3,5,0,25,54,2,1,2,2,5,11,2
3504,1,44,4,9,3,5,3,0,54,25,4,2,1,2,6,11,0
3504,1,44,4,9,4,3,5,0,25,54,4,2,1,1,7,2,0
3504,1,44,4,9,5,5,3,0,54,25,4,1,0,0,9,0,0
3505,1,44,4,10,1,5,4,1,54,25,1,1,1,2,9,15,1
3505,1,44,4,10,2,4,5,1,25,54,2,2,1,1,2,1,1
3506,1,44,4,11,1,4,6,1,25,54,1,1,1,2,2,15,1
3506,1,44,4,11,2,6,4,1,54,25,2,2,1,1,8,1,1
3506,1,44,4,11,3,4,6,1,25,54,4,2,1,1,8,5,0
3506,1,44,4,11,4,6,4,1,54,25,4,2,1,1,2,5,0
3507,1,44,4,12,1,5,6,1,25,54,1,1,1,2,5,15,1
3507,1,44,4,12,2,6,5,1,54,25,2,2,1,2,9,10,1
3507,1,44,4,12,3,5,6,1,25,54,4,2,1,2,9,10,0
3507,1,44,4,12,4,6,5,1,54,25,4,1,2,1,6,1,0
3507,1,44,4,12,5,5,6,1,25,54,4,2,1,1,9,5,0
3507,1,44,4,12,6,6,5,1,54,25,4,1,1,1,9,2,0
3507,1,44,4,12,7,5,6,1,25,54,4,2,1,1,7,6,0
3507,1,44,4,12,8,6,5,1,54,25,4,1,1,1,9,2,0
3508,1,44,4,13,1,6,6,1,54,25,1,1,1,4,9,15,1
3508,1,44,4,13,2,6,6,1,25,54,2,2,2,1,9,7,1
3508,1,44,4,13,3,6,6,1,54,25,4,2,1,1,8,5,0
3508,1,44,4,13,4,6,6,1,25,54,4,1,1,1,8,2,0
3508,1,44,4,13,5,6,6,1,54,25,4,2,1,1,7,5,0
3508,1,44,4,13,6,6,6,1,25,54,4,1,1,1,0,2,0
3509,1,44,4,14,1,7,6,0,54,25,1,1,1,4,9,15,1
3509,1,44,4,14,2,6,7,0,25,54,2,1,1,1,7,1,1
3509,1,44,4,14,3,7,6,0,54,25,4,1,2,1,0,5,0
3510,1,44,4,15,1,7,7,0,25,54,1,1,1,2,5,15,1
3510,1,44,4,15,2,7,7,0,54,25,2,1,2,1,8,7,1
3510,1,44,4,15,3,7,7,0,25,54,4,1,1,1,7,2,0
3510,1,44,4,15,4,7,7,0,54,25,4,1,1,1,9,2,0
3510,1,44,4,15,5,7,7,0,25,54,4,2,1,1,0,0,0
3511,1,44,4,16,1,7,8,0,25,54,1,1,1,2,5,15,1
3511,1,44,4,16,2,8,7,0,54,25,2,1,2,2,6,11,1
3511,1,44,4,16,3,7,8,0,25,54,4,2,2,1,9,1,0
3511,1,44,4,16,4,8,7,0,54,25,4,1,1,1,7,5,0
3511,1,44,4,16,5,7,8,0,25,54,4,1,1,1,9,2,0
3511,1,44,4,16,6,8,7,0,54,25,4,2,2,1,8,13,0
3511,1,44,4,16,7,7,8,0,25,54,4,1,1,1,9,2,0
3511,1,44,4,16,8,8,7,0,54,25,4,2,1,1,7,2,0
3511,1,44,4,16,9,7,8,0,25,54,4,1,0,0,0,0,0
3512,1,44,4,17,1,9,7,0,54,25,1,1,1,5,9,15,1
3512,1,44,4,17,2,7,9,0,25,54,2,1,1,1,7,1,1
3512,1,44,4,17,3,9,7,0,54,25,4,1,1,1,2,2,0
3513,1,44,4,18,1,9,8,0,54,25,1,1,1,2,1,15,1
3513,1,44,4,18,2,8,9,0,25,54,2,1,1,2,4,11,2
3513,1,44,4,18,3,9,8,0,54,25,4,1,1,1,7,1,0
3513,1,44,4,18,4,8,9,0,25,54,4,1,1,1,8,2,0
3513,1,44,4,18,5,9,8,0,54,25,4,2,2,1,9,14,0
3514,1,44,4,19,1,9,9,0,25,54,1,1,1,2,5,15,1
3514,1,44,4,19,2,9,9,0,54,25,2,1,2,1,9,7,1
3514,1,44,4,19,3,9,9,0,25,54,4,2,1,1,9,5,0
3514,1,44,4,19,4,9,9,0,54,25,4,1,1,1,9,2,0
3514,1,44,4,19,5,9,9,0,25,54,4,2,2,1,7,13,0
3514,1,44,4,19,6,9,9,0,54,25,4,1,1,1,9,2,0
3514,1,44,4,19,7,9,9,0,25,54,4,2,2,1,9,2,0
3515,1,44,4,20,1,9,10,1,25,54,1,1,1,2,5,15,1
3515,1,44,4,20,2,10,9,1,54,25,2,1,2,2,5,11,1
3515,1,44,4,20,3,9,10,1,25,54,4,1,1,1,9,1,0
3515,1,44,4,20,4,10,9,1,54,25,4,2,3,1,8,14,0
3515,1,44,4,20,5,9,10,1,25,54,4,1,1,1,9,3,0
3515,1,44,4,20,6,10,9,1,54,25,4,1,1,1,8,2,0
3516,1,44,4,21,1,10,10,0,54,25,1,1,1,2,2,15,1
3516,1,44,4,21,2,10,10,0,25,54,2,2,2,2,2,11,1
3516,1,44,4,21,3,10,10,0,54,25,4,2,1,2,8,10,0
3516,1,44,4,21,4,10,10,0,25,54,4,2,2,1,9,1,0
3516,1,44,4,21,5,10,10,0,54,25,4,1,1,1,9,2,0
3516,1,44,4,21,6,10,10,0,25,54,4,2,1,1,9,13,0
3516,1,44,4,21,7,10,10,0,54,25,4,1,1,1,7,2,0
3517,1,44,4,22,1,11,10,0,25,54,1,1,1,2,5,15,1
3517,1,44,4,22,2,10,11,0,54,25,2,1,2,1,9,1,1
3517,1,44,4,22,3,11,10,0,25,54,4,1,1,1,9,2,0
3518,1,44,4,23,1,11,11,1,54,25,1,1,1,4,9,15,1
3518,1,44,4,23,2,11,11,1,25,54,2,1,1,1,9,1,1
3518,1,44,4,23,3,11,11,1,54,25,4,2,1,1,7,6,0
3518,1,44,4,23,4,11,11,1,25,54,4,1,0,0,0,0,0
3519,1,44,4,24,1,11,12,0,25,54,1,1,1,2,2,15,1
3519,1,44,4,24,2,12,11,0,54,25,2,1,2,2,2,11,1
3519,1,44,4,24,3,11,12,0,25,54,4,1,2,1,9,7,0
3519,1,44,4,24,4,12,11,0,54,25,4,2,1,1,7,5,0
3519,1,44,4,24,5,11,12,0,25,54,4,1,1,1,2,5,0
3520,1,44,5,1,1,0,0,1,25,54,1,1,1,2,9,15,1
3520,1,44,5,1,2,0,0,1,54,25,2,2,1,2,9,10,1
3520,1,44,5,1,3,0,0,1,25,54,4,2,1,2,9,10,0
3520,1,44,5,1,4,0,0,1,54,25,4,1,2,1,9,1,0
3520,1,44,5,1,5,0,0,1,25,54,4,2,2,1,9,6,0
3520,1,44,5,1,6,0,0,1,54,25,4,2,1,1,9,5,0
3520,1,44,5,1,7,0,0,1,25,54,4,2,1,1,9,6,0
3520,1,44,5,1,8,0,0,1,54,25,4,2,1,1,9,5,0
3521,1,44,5,2,1,1,0,0,25,54,1,1,1,2,5,15,1
3521,1,44,5,2,2,0,1,0,54,25,2,2,1,1,9,1,1
3521,1,44,5,2,3,1,0,0,25,54,4,2,1,1,9,5,0
3521,1,44,5,2,4,0,1,0,54,25,4,2,1,1,9,5,0
3521,1,44,5,2,5,1,0,0,25,54,4,2,1,1,9,5,0
3521,1,44,5,2,6,0,1,0,54,25,4,2,1,1,7,5,0
3521,1,44,5,2,7,1,0,0,25,54,4,1,1,1,9,2,0
3522,1,44,5,3,1,1,1,1,54,25,1,1,1,2,9,15,1
3522,1,44,5,3,2,1,1,1,25,54,2,2,1,1,9,1,1
3522,1,44,5,3,3,1,1,1,54,25,4,2,1,1,9,5,0
3522,1,44,5,3,4,1,1,1,25,54,4,2,1,1,2,2,0
3523,1,44,5,4,1,2,1,0,54,25,1,1,1,2,1,15,1
3523,1,44,5,4,2,1,2,0,25,54,2,1,2,2,5,11,1
3523,1,44,5,4,3,2,1,0,54,25,4,2,2,2,5,11,0
3523,1,44,5,4,4,1,2,0,25,54,4,2,1,1,8,4,0
3523,1,44,5,4,5,2,1,0,54,25,4,2,1,1,7,5,0
3523,1,44,5,4,6,1,2,0,25,54,4,1,2,1,7,2,0
3523,1,44,5,4,7,2,1,0,54,25,4,1,1,1,2,2,0
3524,1,44,5,5,1,2,2,1,25,54,1,1,2,2,5,15,1
3524,1,44,5,5,2,2,2,1,54,25,2,2,1,1,8,1,2
3524,1,44,5,5,3,2,2,1,25,54,4,2,1,1,8,5,0
3524,1,44,5,5,4,2,2,1,54,25,4,2,1,1,9,5,0
3524,1,44,5,5,5,2,2,1,25,54,4,2,1,1,8,5,0
3524,1,44,5,5,6,2,2,1,54,25,4,1,1,1,9,2,0
3525,1,44,5,6,1,3,2,0,25,54,1,1,1,2,6,15,1
3525,1,44,5,6,2,2,3,0,54,25,2,2,1,1,9,4,1
3525,1,44,5,6,3,3,2,0,25,54,4,2,1,1,7,5,0
3526,1,44,5,7,1,3,3,0,54,25,1,1,1,1,7,15,1
3526,1,44,5,7,2,3,3,0,25,54,2,1,1,1,9,1,2
3526,1,44,5,7,3,3,3,0,54,25,4,2,1,1,9,5,0
3527,1,44,5,8,1,3,4,1,54,25,1,1,1,5,2,15,1
3527,1,44,5,8,2,4,3,1,25,54,2,2,2,2,5,11,1
3527,1,44,5,8,3,3,4,1,54,25,4,1,2,2,8,10,0
3527,1,44,5,8,4,4,3,1,25,54,4,2,2,1,9,1,0
3527,1,44,5,8,5,3,4,1,54,25,4,2,1,1,8,5,0
3527,1,44,5,8,6,4,3,1,25,54,4,1,0,0,0,0,0
3528,1,44,5,9,1,4,4,1,25,54,1,1,1,2,2,15,1
3528,1,44,5,9,2,4,4,1,54,25,2,1,1,2,8,10,1
3528,1,44,5,9,3,4,4,1,25,54,4,1,1,1,8,1,0
3528,1,44,5,9,4,4,4,1,54,25,4,2,2,1,8,13,0
3528,1,44,5,9,5,4,4,1,25,54,4,1,1,1,8,2,0
3528,1,44,5,9,6,4,4,1,54,25,4,2,1,1,2,6,0
3529,1,44,5,10,1,5,4,1,25,54,1,1,2,3,2,15,1
3529,1,44,5,10,2,4,5,1,54,25,2,1,1,1,8,7,1
3529,1,44,5,10,3,5,4,1,25,54,4,1,1,1,7,2,0
3529,1,44,5,10,4,4,5,1,54,25,4,1,3,1,2,14,0
3529,1,44,5,10,5,5,4,1,25,54,4,1,1,1,9,3,0
3529,1,44,5,10,6,4,5,1,54,25,4,2,2,1,7,14,0
3529,1,44,5,10,7,5,4,1,25,54,4,1,1,1,3,3,0
3529,1,44,5,10,8,4,5,1,54,25,4,2,2,1,7,14,0
3530,1,44,5,11,1,4,6,0,54,25,1,1,1,2,2,15,1
3530,1,44,5,11,2,6,4,0,25,54,2,1,1,2,2,11,1
3530,1,44,5,11,3,4,6,0,54,25,4,2,1,1,9,7,0
3531,1,44,5,12,1,4,7,1,54,25,1,1,1,5,9,15,1
3531,1,44,5,12,2,7,4,1,25,54,2,1,1,1,2,1,1
3532,1,44,5,13,1,7,5,1,25,54,1,1,1,2,2,15,1
3532,1,44,5,13,2,5,7,1,54,25,2,2,1,1,2,7,1
3533,1,44,5,14,1,8,5,1,25,54,1,1,2,3,5,15,1
3533,1,44,5,14,2,5,8,1,54,25,2,1,2,2,5,10,1
3533,1,44,5,14,3,8,5,1,25,54,4,1,1,1,9,1,0
3533,1,44,5,14,4,5,8,1,54,25,4,2,3,1,3,13,0
3533,1,44,5,14,5,8,5,1,25,54,4,2,1,2,8,10,0
3533,1,44,5,14,6,5,8,1,54,25,4,1,2,1,9,1,0
3533,1,44,5,14,7,8,5,1,25,54,4,2,1,1,8,2,0
3533,1,44,5,14,8,5,8,1,54,25,4,2,2,1,9,13,0
3534,1,44,5,15,1,5,9,0,54,25,1,1,1,2,9,15,1
3534,1,44,5,15,2,9,5,0,25,54,2,2,1,1,9,1,1
3534,1,44,5,15,3,5,9,0,54,25,4,2,1,1,8,5,0
3534,1,44,5,15,4,9,5,0,25,54,4,2,2,1,9,6,0
3534,1,44,5,15,5,5,9,0,54,25,4,2,1,1,9,5,0
3534,1,44,5,15,6,9,5,0,25,54,4,2,1,1,8,5,0
3534,1,44,5,15,7,5,9,0,54,25,4,2,1,1,9,5,0
3534,1,44,5,15,8,9,5,0,25,54,4,2,1,1,9,5,0
3534,1,44,5,15,9,5,9,0,54,25,4,2,1,1,7,5,0
3534,1,44,5,15,10,9,5,0,25,54,4,1,1,1,8,2,0
3534,1,44,5,15,11,5,9,0,54,25,4,1,2,1,9,13,0
3534,1,44,5,15,12,9,5,0,25,54,4,1,1,1,9,2,0
3534,1,44,5,15,13,5,9,0,54,25,4,2,1,1,7,13,0
3535,1,44,5,16,1,5,10,1,54,25,1,1,2,3,3,15,2
3535,1,44,5,16,2,10,5,1,25,54,2,2,1,1,7,4,1
3536,1,44,5,17,1,10,6,1,25,54,1,1,1,2,2,15,1
3536,1,44,5,17,2,6,10,1,54,25,2,2,1,2,2,7,1
3537,1,44,6,1,1,0,1,0,54,25,1,1,1,4,9,15,1
3538,1,44,6,2,1,0,1,1,54,25,1,1,1,5,8,15,1
3538,1,44,6,2,2,1,0,1,25,54,2,2,1,1,0,1,1
3539,1,44,6,3,1,1,1,1,25,54,1,1,1,2,5,15,1
3539,1,44,6,3,2,1,1,1,54,25,2,1,2,1,2,7,1
3540,1,44,6,4,1,2,1,1,25,54,1,1,1,4,6,15,1
3540,1,44,6,4,2,1,2,1,54,25,2,2,2,1,9,7,1
3540,1,44,6,4,3,2,1,1,25,54,4,1,1,1,8,1,0
3540,1,44,6,4,4,1,2,1,54,25,4,2,2,1,9,13,0
3540,1,44,6,4,5,2,1,1,25,54,4,2,1,1,8,2,0
3540,1,44,6,4,6,1,2,1,54,25,4,2,2,1,8,13,0
3541,1,44,6,5,1,1,3,0,54,25,1,1,1,2,2,15,1
3541,1,44,6,5,2,3,1,0,25,54,2,1,2,2,2,11,1
3541,1,44,6,5,3,1,3,0,54,25,4,1,2,2,5,11,0
3541,1,44,6,5,4,3,1,0,25,54,4,1,2,2,6,11,0
3541,1,44,6,5,5,1,3,0,54,25,4,1,2,1,5,7,0
3541,1,44,6,5,6,3,1,0,25,54,4,1,2,1,9,2,0
3541,1,44,6,5,7,1,3,0,54,25,4,2,0,0,0,0,0
3542,1,44,6,6,1,1,4,0,54,25,1,1,1,2,1,15,1
3542,1,44,6,6,2,4,1,0,25,54,2,1,2,2,2,11,1
3542,1,44,6,6,3,1,4,0,54,25,4,1,1,2,8,10,0
3542,1,44,6,6,4,4,1,0,25,54,4,2,1,1,9,1,0
3542,1,44,6,6,5,1,4,0,54,25,4,2,1,1,2,5,0
3543,1,44,6,7,1,5,1,0,25,54,1,1,1,2,2,15,1
3543,1,44,6,7,2,1,5,0,54,25,2,2,1,1,9,7,1
3543,1,44,6,7,3,5,1,0,25,54,4,2,1,1,8,6,0
3543,1,44,6,7,4,1,5,0,54,25,4,2,1,1,9,5,0
3543,1,44,6,7,5,5,1,0,25,54,4,2,2,1,9,6,0
3543,1,44,6,7,6,1,5,0,54,25,4,1,1,1,9,2,0
3543,1,44,6,7,7,5,1,0,25,54,4,2,1,1,0,5,0
3544,1,44,6,8,1,5,2,0,25,54,1,1,1,2,3,15,1
3544,1,44,6,8,2,2,5,0,54,25,2,1,1,1,9,10,1
3544,1,44,6,8,3,5,2,0,25,54,4,2,1,1,9,1,0
3545,1,44,6,9,1,3,5,0,54,25,1,1,1,2,3,15,1
3545,1,44,6,9,2,5,3,0,25,54,2,2,2,2,5,11,1
3545,1,44,6,9,3,3,5,0,54,25,4,2,2,1,2,4,0
3546,1,44,6,10,1,3,6,0,54,25,1,1,1,5,1,15,1
3546,1,44,6,10,2,6,3,0,25,54,2,1,1,2,2,11,1
3546,1,44,6,10,3,3,6,0,54,25,4,1,2,2,2,11,0
